ticker,name,company_id,publisher_status_id,company_type_id,industry_groups_id,company_nature_id,created_at,audited
 آذرنگین,آذر نگین,811620.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
 بنیاد تعاون نیروی انتظامی جمهوری اسلامی ایران,بنیاد تعاون نیروی انتظامی جمهوری اسلامی ایران,811774.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
 بین المللی خدمات مسافرت هوایی ایرانگردی و جهانگردی آزادی,بین المللی خدمات مسافرت هوایی ایرانگردی و جهانگردی آزادی,811602.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
 پترونیک,مهندسی پترونیک صنعت,,-1,-1,-1,1000005,2025-10-29 09:11:47,False
 توس پیوند,توس پیوند,811130.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
 حسابرسی و بازرسی هادی بینات,حسابرسی و بازرسی هادی بینات,811617.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
 مهندسی بهنیان جنوب,مهندسی بهنیان جنوب,751124.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
وآتیه همکاران,سرمایه گذاری تامین آتیه همکاران مهر ایرانیان,46431179.0,3,1,46,1000002,2025-10-29 09:11:47,False
 ایجاد محیط,ایجاد محیط,811630.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
HK,HK,810347.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
سبد ساتین,سبد گردان ساتین,46431108.0,3,1,46,1000002,2025-10-29 09:11:47,False
آب منطقه ای  مازندران,آب منطقه ای  مازندران,810026.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای آذربایجان شرقی,آب منطقه ای آذربایجان شرقی,810023.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای آذربایجان غربی,آب منطقه ای آذربایجان غربی,810031.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای اردبیل,آب منطقه ای اردبیل,810244.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای استان بوشهر,آب منطقه ای استان بوشهر,810247.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای استان تهران,آب منطقه ای استان تهران,810018.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای استان فارس,آب منطقه ای استان فارس,810019.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای استان قزوین,آب منطقه ای استان قزوین,810258.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای استان گلستان,آب منطقه ای استان گلستان,810257.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای استان کردستان,آب منطقه ای استان کردستان,810248.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای استان کرمانشاه,آب منطقه ای استان کرمانشاه,810231.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای استان کهگیلویه و بویراحمد,آب منطقه ای استان کهگیلویه و بویراحمد,810259.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای اصفهان,آب منطقه ای اصفهان,810017.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای البرز,آب منطقه ای البرز,810274.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای ایلام,آب منطقه ای ایلام,810256.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای چهارمحال و بختیاری,آب منطقه ای چهارمحال و بختیاری,810239.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای خراسان جنوبی,آب منطقه ای خراسان جنوبی,810245.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای خراسان رضوی,آب منطقه ای خراسان رضوی,810029.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای خراسان شمالی,آب منطقه ای خراسان شمالی,810251.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای زنجان,آب منطقه ای زنجان,810104.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای سمنان,آب منطقه ای سمنان,810255.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای سیستان و بلوچستان,آب منطقه ای سیستان و بلوچستان,810024.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای قم,آب منطقه ای قم,810252.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای گیلان,آب منطقه ای گیلان,810025.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای لرستان,آب منطقه ای لرستان,810246.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای مرکزی,آب منطقه ای مرکزی,810253.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای هرمزگان,آب منطقه ای هرمزگان,810021.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای همدان,آب منطقه ای همدان,810254.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای یزد,آب منطقه ای یزد,810022.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب منطقه ای کرمان,آب منطقه ای کرمان,810020.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب نیروی بندر امام,آب نیروی بندر امام,811133.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب نیروی مکران منطقه آزاد چابهار,آب نیروی مکران منطقه آزاد چابهار,811238.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان آذربایجان شرقی,آب و فاضلاب استان آذربایجان شرقی,751152.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان آذربایجان غربی,آب و فاضلاب استان آذربایجان غربی,811815.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان اردبیل,آب و فاضلاب استان اردبیل,811816.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان البرز,آب و فاضلاب استان البرز,811514.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان ایلام,آب و فاضلاب استان ایلام,811515.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان بوشهر,اب وفاضلاب استان بوشهر,811558.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان چهارمحال و بختیاری,آب و فاضلاب چهارمحال و بختیاری,811808.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آبفا,آب و فاضلاب استان خراسان جنوبی,751428.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان خراسان رضوی,آب و فاضلاب استان خراسان رضوی,751205.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان خراسان شمالی,آب و فاضلاب استان خراسان شمالی,811812.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان خوزستان,اب و فاضلاب استان خوزستان,811926.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان زنجان,آب و فاضلاب استان زنجان,811818.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان سیستان و بلوچستان,آب و فاضلاب استان سیستان و بلوچستان,811811.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان فارس,آب و فاضلاب استان فارس,811801.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان قزوین,آب و فاضلاب استان قزوین,811817.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان قم ,آب و فاضلاب استان قم,751168.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان گلستان,آب و فاضلاب استان گلستان,811519.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان گیلان,آب و فاضلاب استان گیلان,811803.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان لرستان,آب و فاضلاب استان لرستان,811809.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان مازندران,آب و فاضلاب استان مازندران,811520.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان مرکزی,آب و فاضلاب استان مرکزی,811804.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان هرمزگان,آب و فاضلاب استان هرمزگان,811805.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان همدان,آب و فاضلاب استان همدان,811521.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان یزد,اب و فاضلاب استان یزد,811810.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان کرمان,آب و فاضلاب استان کرمان,811814.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان کرمانشاه,آب وفاضلاب استان کرمانشاه,811927.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب استان کهکیلویه و بویر احمد,آب و فاضلاب استان کهگیلویه و بویراحمد,811802.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب بروجرد,آب و فاضلاب بروجرد,810630.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان  گلستان,آب و فاضلاب روستایی استان  گلستان,810317.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان اردبیل,آب و فاضلاب روستایی استان اردبیل,810032.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان اصفهان,آب و فاضلاب روستایی استان اصفهان,810321.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان البرز,آب و فاضلاب روستایی استان البرز,810294.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان ایلام,آب و فاضلاب روستایی استان ایلام,810322.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان بوشهر,آب و فاضلاب روستایی استان بوشهر,810043.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان تهران,آب و فاضلاب روستایی استان تهران,810035.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان چهارمحال و بختیاری,آب و فاضلاب روستایی استان چهارمحال و بختیاری,810045.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان خراسان جنوبی,آب و فاضلاب روستایی استان خراسان جنوبی,810063.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان خراسان رضوی,آب و فاضلاب روستایی استان خراسان رضوی,810040.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان خراسان شمالی,آب و فاضلاب روستایی استان خراسان شمالی,810091.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان خوزستان,آب و فاضلاب روستایی استان خوزستان,810042.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان زنجان,آب و فاضلاب روستایی استان زنجان,810193.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان سمنان,آب و فاضلاب روستایی استان سمنان,810242.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان سیستان و بلوچستان,آب و فاضلاب روستایی استان سیستان و بلوچستان,810316.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان فارس,آب و فاضلاب روستایی استان فارس,810033.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان قزوین,آب و فاضلاب روستایی استان قزوین,810036.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان قم,آب و فاضلاب روستایی استان قم,810046.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان گیلان,آب و فاضلاب روستایی استان گیلان,810318.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان لرستان,آب و فاضلاب روستایی استان لرستان,810039.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان مازندران,آب و فاضلاب روستایی استان مازندران,810319.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان مرکزی,آب و فاضلاب روستایی استان مرکزی,810047.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان هرمزگان,آب و فاضلاب روستایی استان هرمزگان,810037.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان همدان,آب و فاضلاب روستایی استان همدان,810320.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان یزد,آب و فاضلاب روستایی استان یزد,810044.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان کرمان,آب و فاضلاب روستایی استان کرمان,810041.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان کرمانشاه,آب و فاضلاب روستایی استان کرمانشاه,810038.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب روستایی استان کهکیلویه و بویر احمد,آب و فاضلاب روستایی استان کهکیلویه و بویر احمد,810034.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شهر اهواز,آب وفاضلاب اهواز,811928.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شهر کاشان,آب و فاضلاب کاشان,811819.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شهری استان تهران,اب وفاضلاب استان تهران,811516.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شهری استان سمنان,آب وفاضلاب استان سمنان,811517.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شهری استان گلستان,آب و فاضلاب استان گلستان,811519.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شهری استان مازندران,آب و فاضلاب استان مازندران,811520.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شهری استان همدان,آب و فاضلاب استان همدان,811521.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شهری استان کردستان,آب و فاضلاب کردستان,811518.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب و فاضلاب شیراز,آب و فاضلاب شیراز,811806.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آب وفاضلاب استان سمنان,آب وفاضلاب استان سمنان,811517.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آبادا,تولید نیروی برق آبادان,401095.0,1,0,40,1000000,2025-10-29 09:11:47,False
آبادیس سنگ تجارت,آبادیس سنگ تجارت,811303.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آبان بازار,اختصاصی بازارگردانی هوشمند آبان,46430295.0,3,1,46,1000002,2025-10-29 09:11:47,False
آبان بسپار توسعه,آبان بسپار توسعه,812218.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آبان ثابت,روند پایدار آبان,46431015.0,3,1,46,1000002,2025-10-29 09:11:47,False
آبزی اکسیر کوثر,آبزی اکسیر کوثر,811213.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آبزیان بین الملل نصر قشم,آبزیان بین الملل نصر قشم,812176.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آبفا اصفهان,آب و فاضلاب استان اصفهان,751112.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آبفامشهد,آب و فاضلاب مشهد,751091.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آبنوس,سهام نگر کیمیا,46431091.0,3,1,46,1000002,2025-10-29 09:11:47,False
آبین,کشت وصنعت آب شیرین,11103.0,1,1,1,1000008,2025-10-29 09:11:47,False
آپ,آسان پرداخت پرشین,722008.0,1,0,72,1000005,2025-10-29 09:11:47,False
آپادانا پترو بازرگان,آپادانا پترو بازرگان,810913.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آپارتمان سازی دهکده ساحلی,آپارتمان سازی دهکده ساحلی,751307.0,4,-1,-1,1000001,2025-10-29 09:11:47,False
آترا,دارویی آترا,791137.0,4,-1,-1,1000000,2025-10-29 09:11:47,False
آتش,در اوراق بهادار مبتنی بر طلا آتش فیروزه,46431158.0,3,1,46,1000002,2025-10-29 09:11:47,False
آتی جسورانه,جسورانه یکم آرمان آتی,46430192.0,3,1,46,1000002,2025-10-29 09:11:47,False
هلد الگوریتم,گروه مالی الگوریتم,46499046.0,3,1,46,1000002,2025-10-29 09:11:47,False
آتیه,تامین آتیه کارکنان صنعت برق خراسان,5699103.0,1,1,56,1000002,2025-10-29 09:11:47,False
آتیه الوند صنعت و معدن,آتیه الوند صنعت و معدن,810642.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آتیه بازار,اختصاصی بازارگردانی آتیه باران,46430792.0,3,-1,46,1000002,2025-10-29 09:11:47,False
آتیه بازنشستگی,بازنشستگی تکمیلی آتیه فولاد,46431101.0,3,1,46,1000002,2025-10-29 09:11:47,False
آتیه پگاه,آتیه پگاه,751231.0,4,1,-1,1000002,2025-10-29 09:11:47,False
آتیه سازان حافظ,آتیه سازان حافظ,810803.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آتیه سازان صنعت و معدن,آتیه سازان صنعت و معدن,810652.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آتیه فولاد نقش جهان,آتیه فولاد نقش جهان,812265.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آتیه مس,سرمایه گذاری آتیه مس آذربایجان,791332.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آتیه نیکو,نیکوکاری نهال آتیه,46431210.0,3,1,46,1000002,2025-10-29 09:11:47,False
آذر پاد قشم,دریائی آذر پاد قشم,810750.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آذر سنگ بیرجند,آذر سنگ بیرجند,810751.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آذربایجان,عمران و توسعه آذربایجان,751089.0,4,-1,-1,1000001,2025-10-29 09:11:47,False
آذرنگ فولاد اصفهان,آذرنگ فولاد اصفهان,791442.0,4,-1,-1,1000002,2025-10-29 09:11:47,False
آذرین,بخشی فلزات کیمیا,46430991.0,3,0,46,1000002,2025-10-29 09:11:47,False
آذین کویر,عمران گستران آذین کویر,791284.0,4,-1,-1,1000001,2025-10-29 09:11:47,False
آر تبریز ارومیه,آزادراه تبریز ارومیه,751178.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آرام,شاخصی آرام مفید,46430824.0,3,1,46,1000002,2025-10-29 09:11:47,False
آرام ری امین,آرام ری امین,771051.0,4,-1,77,1000000,2025-10-29 09:11:47,False
آرامش,در اوراق بهادار با درآمد ثابت آرامش,46431113.0,3,1,46,1000002,2025-10-29 09:11:47,False
آرایه های معماری رضوی,آرایه های معماری رضوی,811645.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آرتا لطیف سبلان,آرتا لطیف سبلان,812224.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آرتان بازار,اختصاصی بازارگردانی آرتان,46431023.0,3,1,46,1000002,2025-10-29 09:11:47,False
آرتلیا ایتالیا اس پی ای,آرتلیا ایتالیا اس پی ای,810844.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آرد قدس رضوی,آرد قدس رضوی,811416.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آردینه,نشاسته و گلوکز آردینه,424106.0,1,1,42,1000000,2025-10-29 09:11:47,False
آرسیس,مبنا داده آرین سیستم,722017.0,1,1,72,1000005,2025-10-29 09:11:47,False
آرمان,بیمه آرمان,661104.0,1,1,66,1000006,2025-10-29 09:11:47,False
آرمان الکتریک ارگ,آرمان الکتریک ارگ,771035.0,4,-1,77,1000000,2025-10-29 09:11:47,False
آرمان انرژی مکران منطقه آزاد چابهار,آرمان انرژی مکران منطقه آزاد چابهار,812098.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آرمان بار مبارکه,آرمان بار مبارکه,810461.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آرمان پخت,خدمات پذیرایی صنعتی آرمان پخت,771031.0,4,-1,77,1000000,2025-10-29 09:11:47,False
وخورشید سپهر,سرمایه گذاری خورشید سپهر,46431030.0,3,1,46,1000002,2025-10-29 09:11:47,False
آرمان سپهر کیش,آرمان سپهر کیش,811373.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آرمان گستر جبل,آرمان گستر جبل,810846.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آرمانی ثابت,صندوق سرمایه گذاری اندوخته توسعه صادرات آرمانی,46430043.0,3,1,46,1000002,2025-10-29 09:11:47,False
آروین بازار,اختصاصی بازارگردانی ثبات آروین,46431212.0,3,1,46,1000002,2025-10-29 09:11:47,False
آریا,پلیمر آریاساسول,441136.0,1,1,44,1000000,2025-10-29 09:11:47,False
آریا پلاستیک عرشیا,اریاپلاستیک عرشیا,811771.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آریا هنگارد,آریا هنگارد,810752.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آریان,سرمایه گذاری پارس آریان,569948.0,1,1,56,1000002,2025-10-29 09:11:47,False
آریاناران سرچشمه,صنعتی و معدنی آریاناران سرچشمه,791316.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آزاد راه باغچه - مشهد,آزاد راه باغچه مشهد,810513.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آزاد راه بندرعباس کرمان,احداث نگهداری و بهره برداری آزاد راه بندرعباس کرمان,771034.0,4,-1,77,1000005,2025-10-29 09:11:47,False
آزاد راه تهران پردیس,آزاد راه تهران پردیس,810794.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آزاد راه تهران-ساوه,آزاد راه تهران ساوه,811319.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آزاد راه زنجان - تبریز,آزاد راه زنجان تبریز,810512.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آزادراه امیرکبیر,آزاد راه امیر کبیر,751177.0,4,1,-1,1000005,2025-10-29 09:11:47,False
آزمایش و تحقیقات قطعات و مجموعه های خودرو,آزمایش و تحقیقات قطعات و مجموعه های خودرو,812051.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آزمایشگاه فنی و مکانیک خاک,آزمایشگاه فنی و مکانیک خاک,810028.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آسال بازار,اختصاصی بازارگردانی یکم آسال,46430823.0,3,1,46,1000002,2025-10-29 09:11:47,False
آسامید,صندوق سرمایه گذاری مشترک آسمان امید,46430293.0,3,1,46,1000002,2025-10-29 09:11:47,False
آسان سرمایه گستر ایرانیان,آسان سرمایه گستر ایرانیان,811043.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آسایشگاه معلولین و سالمندان کهریزک,آسایشگاه معلولین و سالمندان کهریزک,771124.0,4,-1,77,1000005,2025-10-29 09:11:47,False
آسمان,خدمات هوایی کشور آسمان,810575.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آسمان بازار,اختصاصی بازارگردانی آسمان زاگرس,46430713.0,3,1,46,1000002,2025-10-29 09:11:47,False
آسمان ثابت,مشترک آسمان سهند,46430800.0,3,1,46,1000002,2025-10-29 09:11:47,False
آسود,نهال آرمان اقتصاد,46431114.0,3,0,46,1000002,2025-10-29 09:11:47,False
آسیا,بیمه آسیا,660315.0,1,0,66,1000006,2025-10-29 09:11:47,False
آسیا بافت بیستون,آسیا بافت بیستون,810651.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
اسیاتک,انتقال داده های آسیاتک,731004.0,1,0,73,1000005,2025-10-29 09:11:47,False
آسیای آرام,آسیای آرام,812208.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آسکوتک هلدینگ,آسکوتک هلدینگ,812386.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آشنا صندوق,نماد آشنا ایرانیان,46430805.0,3,1,46,1000002,2025-10-29 09:11:47,False
آفاق,نوع دوم افق آتی,46430847.0,3,0,46,1000002,2025-10-29 09:11:47,False
آفتاب,پالایش نفت آفتاب,232010.0,1,-1,23,1000000,2025-10-29 09:11:47,False
آفتاب شرق,ماشین آلات آفتاب شرق,751305.0,4,1,-1,1000000,2025-10-29 09:11:47,False
آفرین,رشد آفرین سرمایه,46431000.0,3,0,46,1000002,2025-10-29 09:11:47,False
آگاپه,خیریه و نیکوکاری مهر هوشمند,771029.0,4,-1,77,1000005,2025-10-29 09:11:47,False
آگاه بازار,اختصاصی بازارگردانی آگاه,46430682.0,3,1,46,1000002,2025-10-29 09:11:47,False
آگاه بازنشستگی,بازنشستگی تکمیلی اندوخته آگاه,46431139.0,3,1,46,1000002,2025-10-29 09:11:47,False
آگاه ثابت,مروارید آگاه,46430872.0,3,1,46,1000002,2025-10-29 09:11:47,False
آلا,اعتماد ارغوان,46430963.0,3,-1,46,1000002,2025-10-29 09:11:47,False
آلتون,طلای آسمان آلتون,46430884.0,3,1,46,1000002,2025-10-29 09:11:47,False
آلفا صنعت,آلفا صنعت البرز,791225.0,4,-1,-1,1000005,2025-10-29 09:11:47,False
آلومینا,آلومینای ایران,132009.0,1,0,13,1000000,2025-10-29 09:11:47,False
آلومینای ایران,آلومینای ایران,810225.0,5,-1,-1,1000005,2025-10-29 09:11:47,False
آلومینیوم المهدی,آلومینیوم المهدی,812337.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آلومینیوم پارس هنزا,آلومینیم پارس هنزا,771047.0,4,-1,77,1000000,2025-10-29 09:11:47,False
آلومینیوم کاوه خوزستان,آلومینیوم کاوه خوزستان,810980.0,-1,-1,-1,1000000,2025-10-29 09:11:47,False
آلی شیمی قم,آلی شیمی قم,811044.0,-1,-1,-1,1000000,2025-10-29 09:11:47,False
آلیاژگسترکرمان,آلیاژکار مبین گستر کرمان,791285.0,4,-1,-1,1000000,2025-10-29 09:11:47,False
آلیاژکار,آلیاژ کار اصفهان ,791253.0,4,-1,-1,1000000,2025-10-29 09:11:47,False
آلکان,بخشی راهبر صنایع مهرگان,46431224.0,3,0,46,1000002,2025-10-29 09:11:47,False
آمادانرژی,آماده انرژی دژ,791292.0,4,-1,-1,1000002,2025-10-29 09:11:47,False
آموزش عالی جهاد دانشگاهی کرمانشاه,موسسه عالی جهاد دانشگاهی کرمانشاه,811243.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آموزش عالی علمی و کاربردی و فرهنگی لوله سازی اهواز,آموزش عالی علمی و کاربردی و فرهنگی لوله سازی اهواز,810891.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آموزش مطالعات و مشاوره سیاحتی گردشگران بنیاد,آموزش مطالعات و مشاوره سیاحتی گردشگران بنیاد,811478.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آموزشی ، ورزشی و رفاهی امید روشن پایتخت (صنایع آجر ماشینی فیروز آباد),آموزشی ورزشی و رفاهی امید روشن پایتخت (در حال تصفیه) ,810503.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آمیتیس,سهامی درخشان آمیتیس,46431149.0,3,1,46,1000002,2025-10-29 09:11:47,False
آمیتیس ثابت,اندوخته آمیتیس,46430672.0,3,1,46,1000002,2025-10-29 09:11:47,False
آمیزه های پلیمری مارون,آمیزه های پویا پلیمری مارون,811134.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
آمیزه های پویا پلیمری جم,آمیزه های پویا پلیمری جم,811185.0,-1,-1,-1,1000005,2025-10-29 09:11:47,False
